X32,Y32,Z32,Vx,Vy,Vz
-0.29,0.16,-0.29,-0.01,0.01,-0.01
-0.29,0.16,-0.23,-0.00,0.01,-0.01
-0.29,0.16,-0.16,-0.00,0.01,-0.01
-0.29,0.16,-0.10,-0.00,0.00,-0.01
-0.29,0.16,-0.03,-0.00,0.00,-0.01
-0.29,0.16,0.03,0.00,-0.00,-0.01
-0.29,0.16,0.10,0.00,-0.00,-0.01
-0.29,0.16,0.16,0.00,-0.01,-0.01
-0.29,0.16,0.23,0.00,-0.01,-0.01
-0.29,0.16,0.29,0.01,-0.01,-0.01
-0.29,0.16,0.35,0.01,-0.02,-0.01
-0.29,0.16,0.42,0.01,-0.03,-0.01
-0.29,0.16,0.48,0.02,-0.04,-0.01
-0.29,0.16,0.55,0.03,-0.06,-0.01
-0.29,0.16,0.61,0.04,-0.08,-0.01
-0.29,0.16,0.68,0.05,-0.11,-0.01
-0.29,0.16,0.74,0.07,-0.14,-0.01
-0.29,0.16,0.81,0.09,-0.17,-0.01
-0.29,0.16,0.87,0.11,-0.21,-0.01
-0.29,0.16,0.94,0.14,-0.26,-0.01
-0.29,0.16,1.00,0.17,-0.31,-0.01
-0.29,0.23,-1.00,-0.24,0.31,-0.01
-0.29,0.23,-0.94,-0.20,0.26,-0.01
-0.29,0.23,-0.87,-0.16,0.21,-0.01
-0.29,0.23,-0.81,-0.13,0.17,-0.01
-0.29,0.23,-0.74,-0.10,0.14,-0.01
-0.29,0.23,-0.68,-0.08,0.11,-0.01
-0.29,0.23,-0.61,-0.06,0.08,-0.01
-0.29,0.23,-0.55,-0.04,0.06,-0.01
-0.29,0.23,-0.48,-0.03,0.04,-0.01
-0.29,0.23,-0.42,-0.02,0.03,-0.01
-0.29,0.23,-0.35,-0.01,0.02,-0.01
-0.29,0.23,-0.29,-0.01,0.01,-0.01
-0.29,0.23,-0.23,-0.01,0.01,-0.01
-0.29,0.23,-0.16,-0.00,0.01,-0.01
-0.29,0.23,-0.10,-0.00,0.00,-0.01
-0.29,0.23,-0.03,-0.00,0.00,-0.01
-0.29,0.23,0.03,0.00,-0.00,-0.01
-0.29,0.23,0.10,0.00,-0.00,-0.01
-0.29,0.23,0.16,0.00,-0.01,-0.01
-0.29,0.23,0.23,0.01,-0.01,-0.01
-0.29,0.23,0.29,0.01,-0.01,-0.01
-0.29,0.23,0.35,0.01,-0.02,-0.01
-0.29,0.23,0.42,0.02,-0.03,-0.01
-0.29,0.23,0.48,0.03,-0.04,-0.01
-0.29,0.23,0.55,0.04,-0.06,-0.01
-0.29,0.23,0.61,0.06,-0.08,-0.01
-0.29,0.23,0.68,0.08,-0.11,-0.01
-0.29,0.23,0.74,0.10,-0.14,-0.01
-0.29,0.23,0.81,0.13,-0.17,-0.01
-0.29,0.23,0.87,0.16,-0.21,-0.01
-0.29,0.23,0.94,0.20,-0.26,-0.01
-0.29,0.23,1.00,0.24,-0.31,-0.01
-0.29,0.29,-1.00,-0.31,0.31,-0.01
-0.29,0.29,-0.94,-0.26,0.26,-0.01
-0.29,0.29,-0.87,-0.21,0.21,-0.01
-0.29,0.29,-0.81,-0.17,0.17,-0.01
-0.29,0.29,-0.74,-0.14,0.14,-0.01
-0.29,0.29,-0.68,-0.11,0.11,-0.01
-0.29,0.29,-0.61,-0.08,0.08,-0.01
-0.29,0.29,-0.55,-0.06,0.06,-0.01
-0.29,0.29,-0.48,-0.04,0.04,-0.01
-0.29,0.29,-0.42,-0.03,0.03,-0.01
-0.29,0.29,-0.35,-0.02,0.02,-0.01
-0.29,0.29,-0.29,-0.01,0.01,-0.01
-0.29,0.29,-0.23,-0.01,0.01,-0.01
-0.29,0.29,-0.16,-0.01,0.01,-0.01
-0.29,0.29,-0.10,-0.00,0.00,-0.01
-0.29,0.29,-0.03,-0.00,0.00,-0.01
-0.29,0.29,0.03,0.00,-0.00,-0.01
-0.29,0.29,0.10,0.00,-0.00,-0.01
-0.29,0.29,0.16,0.01,-0.01,-0.01
-0.29,0.29,0.23,0.01,-0.01,-0.01
-0.29,0.29,0.29,0.01,-0.01,-0.01
-0.29,0.29,0.35,0.02,-0.02,-0.01
-0.29,0.29,0.42,0.03,-0.03,-0.01
-0.29,0.29,0.48,0.04,-0.04,-0.01
-0.29,0.29,0.55,0.06,-0.06,-0.01
-0.29,0.29,0.61,0.08,-0.08,-0.01
-0.29,0.29,0.68,0.11,-0.11,-0.01
-0.29,0.29,0.74,0.14,-0.14,-0.01
-0.29,0.29,0.81,0.17,-0.17,-0.01
-0.29,0.29,0.87,0.21,-0.21,-0.01
-0.29,0.29,0.94,0.26,-0.26,-0.01
-0.29,0.29,1.00,0.31,-0.31,-0.01
-0.29,0.35,-1.00,-0.40,0.31,-0.02
-0.29,0.35,-0.94,-0.33,0.26,-0.02
-0.29,0.35,-0.87,-0.27,0.21,-0.02
-0.29,0.35,-0.81,-0.22,0.17,-0.02
-0.29,0.35,-0.74,-0.18,0.14,-0.02
-0.29,0.35,-0.68,-0.14,0.11,-0.02
-0.29,0.35,-0.61,-0.11,0.08,-0.02
-0.29,0.35,-0.55,-0.08,0.06,-0.02
-0.29,0.35,-0.48,-0.06,0.04,-0.02
-0.29,0.35,-0.42,-0.04,0.03,-0.02
-0.29,0.35,-0.35,-0.03,0.02,-0.02
-0.29,0.35,-0.29,-0.02,0.01,-0.02
-0.29,0.35,-0.23,-0.01,0.01,-0.02
-0.29,0.35,-0.16,-0.01,0.01,-0.02
-0.29,0.35,-0.10,-0.00,0.00,-0.02
-0.29,0.35,-0.03,-0.00,0.00,-0.02
-0.29,0.35,0.03,0.00,-0.00,-0.02
-0.29,0.35,0.10,0.00,-0.00,-0.02
-0.29,0.35,0.16,0.01,-0.01,-0.02
-0.29,0.35,0.23,0.01,-0.01,-0.02
-0.29,0.35,0.29,0.02,-0.01,-0.02
-0.29,0.35,0.35,0.03,-0.02,-0.02
-0.29,0.35,0.42,0.04,-0.03,-0.02
-0.29,0.35,0.48,0.06,-0.04,-0.02
-0.29,0.35,0.55,0.08,-0.06,-0.02
-0.29,0.35,0.61,0.11,-0.08,-0.02
-0.29,0.35,0.68,0.14,-0.11,-0.02
-0.29,0.35,0.74,0.18,-0.14,-0.02
-0.29,0.35,0.81,0.22,-0.17,-0.02
-0.29,0.35,0.87,0.27,-0.21,-0.02
-0.29,0.35,0.94,0.33,-0.26,-0.02
-0.29,0.35,1.00,0.40,-0.31,-0.02
-0.29,0.42,-1.00,-0.49,0.31,-0.03
-0.29,0.42,-0.94,-0.41,0.26,-0.03
-0.29,0.42,-0.87,-0.34,0.21,-0.03
-0.29,0.42,-0.81,-0.28,0.17,-0.03
-0.29,0.42,-0.74,-0.23,0.14,-0.03
-0.29,0.42,-0.68,-0.18,0.11,-0.03
-0.29,0.42,-0.61,-0.14,0.08,-0.03
-0.29,0.42,-0.55,-0.11,0.06,-0.03
-0.29,0.42,-0.48,-0.08,0.04,-0.03
-0.29,0.42,-0.42,-0.06,0.03,-0.03
-0.29,0.42,-0.35,-0.04,0.02,-0.03
-0.29,0.42,-0.29,-0.03,0.01,-0.03
-0.29,0.42,-0.23,-0.02,0.01,-0.03
-0.29,0.42,-0.16,-0.01,0.01,-0.03
-0.29,0.42,-0.10,-0.01,0.00,-0.03
-0.29,0.42,-0.03,-0.00,0.00,-0.03
-0.29,0.42,0.03,0.00,-0.00,-0.03
-0.29,0.42,0.10,0.01,-0.00,-0.03
-0.29,0.42,0.16,0.01,-0.01,-0.03
-0.29,0.42,0.23,0.02,-0.01,-0.03
-0.29,0.42,0.29,0.03,-0.01,-0.03
-0.29,0.42,0.35,0.04,-0.02,-0.03
-0.29,0.42,0.42,0.06,-0.03,-0.03
-0.29,0.42,0.48,0.08,-0.04,-0.03
-0.29,0.42,0.55,0.11,-0.06,-0.03
-0.29,0.42,0.61,0.14,-0.08,-0.03
-0.29,0.42,0.68,0.18,-0.11,-0.03
-0.29,0.42,0.74,0.23,-0.14,-0.03
-0.29,0.42,0.81,0.28,-0.17,-0.03
-0.29,0.42,0.87,0.34,-0.21,-0.03
-0.29,0.42,0.94,0.41,-0.26,-0.03
-0.29,0.42,1.00,0.49,-0.31,-0.03
-0.29,0.48,-1.00,-0.60,0.31,-0.04
-0.29,0.48,-0.94,-0.50,0.26,-0.04
-0.29,0.48,-0.87,-0.42,0.21,-0.04
-0.29,0.48,-0.81,-0.35,0.17,-0.04
-0.29,0.48,-0.74,-0.28,0.14,-0.04
-0.29,0.48,-0.68,-0.23,0.11,-0.04
-0.29,0.48,-0.61,-0.18,0.08,-0.04
-0.29,0.48,-0.55,-0.14,0.06,-0.04
-0.29,0.48,-0.48,-0.11,0.04,-0.04
-0.29,0.48,-0.42,-0.08,0.03,-0.04
-0.29,0.48,-0.35,-0.06,0.02,-0.04
-0.29,0.48,-0.29,-0.04,0.01,-0.04
-0.29,0.48,-0.23,-0.03,0.01,-0.04
-0.29,0.48,-0.16,-0.02,0.01,-0.04
-0.29,0.48,-0.10,-0.01,0.00,-0.04
-0.29,0.48,-0.03,-0.00,0.00,-0.04
-0.29,0.48,0.03,0.00,-0.00,-0.04
-0.29,0.48,0.10,0.01,-0.00,-0.04
-0.29,0.48,0.16,0.02,-0.01,-0.04
-0.29,0.48,0.23,0.03,-0.01,-0.04
-0.29,0.48,0.29,0.04,-0.01,-0.04
-0.29,0.48,0.35,0.06,-0.02,-0.04
-0.29,0.48,0.42,0.08,-0.03,-0.04
-0.29,0.48,0.48,0.11,-0.04,-0.04
-0.29,0.48,0.55,0.14,-0.06,-0.04
-0.29,0.48,0.61,0.18,-0.08,-0.04
-0.29,0.48,0.68,0.23,-0.11,-0.04
-0.29,0.48,0.74,0.28,-0.14,-0.04
-0.29,0.48,0.81,0.35,-0.17,-0.04
-0.29,0.48,0.87,0.42,-0.21,-0.04
-0.29,0.48,0.94,0.50,-0.26,-0.04
-0.29,0.48,1.00,0.60,-0.31,-0.04
-0.29,0.55,-1.00,-0.71,0.31,-0.06
-0.29,0.55,-0.94,-0.60,0.26,-0.06
-0.29,0.55,-0.87,-0.51,0.21,-0.06
-0.29,0.55,-0.81,-0.42,0.17,-0.06
-0.29,0.55,-0.74,-0.35,0.14,-0.06
-0.29,0.55,-0.68,-0.28,0.11,-0.06
-0.29,0.55,-0.61,-0.23,0.08,-0.06
-0.29,0.55,-0.55,-0.18,0.06,-0.06
-0.29,0.55,-0.48,-0.14,0.04,-0.06
-0.29,0.55,-0.42,-0.11,0.03,-0.06
-0.29,0.55,-0.35,-0.08,0.02,-0.06
-0.29,0.55,-0.29,-0.06,0.01,-0.06
-0.29,0.55,-0.23,-0.04,0.01,-0.06
-0.29,0.55,-0.16,-0.03,0.01,-0.06
-0.29,0.55,-0.10,-0.02,0.00,-0.06
-0.29,0.55,-0.03,-0.01,0.00,-0.06
-0.29,0.55,0.03,0.01,-0.00,-0.06
-0.29,0.55,0.10,0.02,-0.00,-0.06
-0.29,0.55,0.16,0.03,-0.01,-0.06
-0.29,0.55,0.23,0.04,-0.01,-0.06
-0.29,0.55,0.29,0.06,-0.01,-0.06
-0.29,0.55,0.35,0.08,-0.02,-0.06
-0.29,0.55,0.42,0.11,-0.03,-0.06
-0.29,0.55,0.48,0.14,-0.04,-0.06
-0.29,0.55,0.55,0.18,-0.06,-0.06
-0.29,0.55,0.61,0.23,-0.08,-0.06
-0.29,0.55,0.68,0.28,-0.11,-0.06
-0.29,0.55,0.74,0.35,-0.14,-0.06
-0.29,0.55,0.81,0.42,-0.17,-0.06
-0.29,0.55,0.87,0.51,-0.21,-0.06
-0.29,0.55,0.94,0.60,-0.26,-0.06
-0.29,0.55,1.00,0.71,-0.31,-0.06
-0.29,0.61,-1.00,-0.84,0.31,-0.08
-0.29,0.61,-0.94,-0.72,0.26,-0.08
-0.29,0.61,-0.87,-0.61,0.21,-0.08
-0.29,0.61,-0.81,-0.51,0.17,-0.08
-0.29,0.61,-0.74,-0.42,0.14,-0.08
-0.29,0.61,-0.68,-0.35,0.11,-0.08
-0.29,0.61,-0.61,-0.28,0.08,-0.08
-0.29,0.61,-0.55,-0.23,0.06,-0.08
-0.29,0.61,-0.48,-0.18,0.04,-0.08
-0.29,0.61,-0.42,-0.14,0.03,-0.08
-0.29,0.61,-0.35,-0.11,0.02,-0.08
-0.29,0.61,-0.29,-0.08,0.01,-0.08
-0.29,0.61,-0.23,-0.06,0.01,-0.08
-0.29,0.61,-0.16,-0.04,0.01,-0.08
-0.29,0.61,-0.10,-0.02,0.00,-0.08
-0.29,0.61,-0.03,-0.01,0.00,-0.08
-0.29,0.61,0.03,0.01,-0.00,-0.08
-0.29,0.61,0.10,0.02,-0.00,-0.08
-0.29,0.61,0.16,0.04,-0.01,-0.08
-0.29,0.61,0.23,0.06,-0.01,-0.08
-0.29,0.61,0.29,0.08,-0.01,-0.08
-0.29,0.61,0.35,0.11,-0.02,-0.08
-0.29,0.61,0.42,0.14,-0.03,-0.08
-0.29,0.61,0.48,0.18,-0.04,-0.08
-0.29,0.61,0.55,0.23,-0.06,-0.08
-0.29,0.61,0.61,0.28,-0.08,-0.08
-0.29,0.61,0.68,0.35,-0.11,-0.08
-0.29,0.61,0.74,0.42,-0.14,-0.08
-0.29,0.61,0.81,0.51,-0.17,-0.08
-0.29,0.61,0.87,0.61,-0.21,-0.08
-0.29,0.61,0.94,0.72,-0.26,-0.08
-0.29,0.61,1.00,0.84,-0.31,-0.08
-0.29,0.68,-1.00,-0.99,0.31,-0.11
-0.29,0.68,-0.94,-0.85,0.26,-0.11
-0.29,0.68,-0.87,-0.72,0.21,-0.11
-0.29,0.68,-0.81,-0.61,0.17,-0.11
-0.29,0.68,-0.74,-0.51,0.14,-0.11
-0.29,0.68,-0.68,-0.42,0.11,-0.11
-0.29,0.68,-0.61,-0.35,0.08,-0.11
-0.29,0.68,-0.55,-0.28,0.06,-0.11
-0.29,0.68,-0.48,-0.23,0.04,-0.11
-0.29,0.68,-0.42,-0.18,0.03,-0.11
-0.29,0.68,-0.35,-0.14,0.02,-0.11
-0.29,0.68,-0.29,-0.11,0.01,-0.11
-0.29,0.68,-0.23,-0.08,0.01,-0.11
-0.29,0.68,-0.16,-0.05,0.01,-0.11
-0.29,0.68,-0.10,-0.03,0.00,-0.11
-0.29,0.68,-0.03,-0.01,0.00,-0.11
-0.29,0.68,0.03,0.01,-0.00,-0.11
-0.29,0.68,0.10,0.03,-0.00,-0.11
-0.29,0.68,0.16,0.05,-0.01,-0.11
-0.29,0.68,0.23,0.08,-0.01,-0.11
-0.29,0.68,0.29,0.11,-0.01,-0.11
-0.29,0.68,0.35,0.14,-0.02,-0.11
-0.29,0.68,0.42,0.18,-0.03,-0.11
-0.29,0.68,0.48,0.23,-0.04,-0.11
-0.29,0.68,0.55,0.28,-0.06,-0.11
-0.29,0.68,0.61,0.35,-0.08,-0.11
-0.29,0.68,0.68,0.42,-0.11,-0.11
-0.29,0.68,0.74,0.51,-0.14,-0.11
-0.29,0.68,0.81,0.61,-0.17,-0.11
-0.29,0.68,0.87,0.72,-0.21,-0.11
-0.29,0.68,0.94,0.85,-0.26,-0.11
-0.29,0.68,1.00,0.99,-0.31,-0.11
-0.29,0.74,-1.00,-1.15,0.31,-0.14
-0.29,0.74,-0.94,-0.99,0.26,-0.14
-0.29,0.74,-0.87,-0.85,0.21,-0.14
-0.29,0.74,-0.81,-0.72,0.17,-0.14
-0.29,0.74,-0.74,-0.61,0.14,-0.14
-0.29,0.74,-0.68,-0.51,0.11,-0.14
-0.29,0.74,-0.61,-0.42,0.08,-0.14
-0.29,0.74,-0.55,-0.35,0.06,-0.14
-0.29,0.74,-0.48,-0.28,0.04,-0.14
-0.29,0.74,-0.42,-0.23,0.03,-0.14
-0.29,0.74,-0.35,-0.18,0.02,-0.14
-0.29,0.74,-0.29,-0.14,0.01,-0.14
-0.29,0.74,-0.23,-0.10,0.01,-0.14
-0.29,0.74,-0.16,-0.07,0.01,-0.14
-0.29,0.74,-0.10,-0.04,0.00,-0.14
-0.29,0.74,-0.03,-0.01,0.00,-0.14
-0.29,0.74,0.03,0.01,-0.00,-0.14
-0.29,0.74,0.10,0.04,-0.00,-0.14
-0.29,0.74,0.16,0.07,-0.01,-0.14
-0.29,0.74,0.23,0.10,-0.01,-0.14
-0.29,0.74,0.29,0.14,-0.01,-0.14
-0.29,0.74,0.35,0.18,-0.02,-0.14
-0.29,0.74,0.42,0.23,-0.03,-0.14
-0.29,0.74,0.48,0.28,-0.04,-0.14
-0.29,0.74,0.55,0.35,-0.06,-0.14
-0.29,0.74,0.61,0.42,-0.08,-0.14
-0.29,0.74,0.68,0.51,-0.11,-0.14
-0.29,0.74,0.74,0.61,-0.14,-0.14
-0.29,0.74,0.81,0.72,-0.17,-0.14
-0.29,0.74,0.87,0.85,-0.21,-0.14
-0.29,0.74,0.94,0.99,-0.26,-0.14
-0.29,0.74,1.00,1.15,-0.31,-0.14
-0.29,0.81,-1.00,-1.33,0.31,-0.17
-0.29,0.81,-0.94,-1.15,0.26,-0.17
-0.29,0.81,-0.87,-0.99,0.21,-0.17
-0.29,0.81,-0.81,-0.85,0.17,-0.17
-0.29,0.81,-0.74,-0.72,0.14,-0.17
-0.29,0.81,-0.68,-0.61,0.11,-0.17
-0.29,0.81,-0.61,-0.51,0.08,-0.17
-0.29,0.81,-0.55,-0.42,0.06,-0.17
-0.29,0.81,-0.48,-0.35,0.04,-0.17
-0.29,0.81,-0.42,-0.28,0.03,-0.17
-0.29,0.81,-0.35,-0.22,0.02,-0.17
-0.29,0.81,-0.29,-0.17,0.01,-0.17
-0.29,0.81,-0.23,-0.13,0.01,-0.17
-0.29,0.81,-0.16,-0.09,0.01,-0.17
-0.29,0.81,-0.10,-0.05,0.00,-0.17
-0.29,0.81,-0.03,-0.02,0.00,-0.17
-0.29,0.81,0.03,0.02,-0.00,-0.17
-0.29,0.81,0.10,0.05,-0.00,-0.17
-0.29,0.81,0.16,0.09,-0.01,-0.17
-0.29,0.81,0.23,0.13,-0.01,-0.17
-0.29,0.81,0.29,0.17,-0.01,-0.17
-0.29,0.81,0.35,0.22,-0.02,-0.17
-0.29,0.81,0.42,0.28,-0.03,-0.17
-0.29,0.81,0.48,0.35,-0.04,-0.17
-0.29,0.81,0.55,0.42,-0.06,-0.17
-0.29,0.81,0.61,0.51,-0.08,-0.17
-0.29,0.81,0.68,0.61,-0.11,-0.17
-0.29,0.81,0.74,0.72,-0.14,-0.17
-0.29,0.81,0.81,0.85,-0.17,-0.17
-0.29,0.81,0.87,0.99,-0.21,-0.17
-0.29,0.81,0.94,1.15,-0.26,-0.17
-0.29,0.81,1.00,1.33,-0.31,-0.17
-0.29,0.87,-1.00,-1.53,0.31,-0.21
-0.29,0.87,-0.94,-1.33,0.26,-0.21
-0.29,0.87,-0.87,-1.15,0.21,-0.21
-0.29,0.87,-0.81,-0.99,0.17,-0.21
-0.29,0.87,-0.74,-0.85,0.14,-0.21
-0.29,0.87,-0.68,-0.72,0.11,-0.21
-0.29,0.87,-0.61,-0.61,0.08,-0.21
-0.29,0.87,-0.55,-0.51,0.06,-0.21
-0.29,0.87,-0.48,-0.42,0.04,-0.21
-0.29,0.87,-0.42,-0.34,0.03,-0.21
-0.29,0.87,-0.35,-0.27,0.02,-0.21
-0.29,0.87,-0.29,-0.21,0.01,-0.21
-0.29,0.87,-0.23,-0.16,0.01,-0.21
-0.29,0.87,-0.16,-0.11,0.01,-0.21
-0.29,0.87,-0.10,-0.06,0.00,-0.21
-0.29,0.87,-0.03,-0.02,0.00,-0.21
-0.29,0.87,0.03,0.02,-0.00,-0.21
-0.29,0.87,0.10,0.06,-0.00,-0.21
-0.29,0.87,0.16,0.11,-0.01,-0.21
-0.29,0.87,0.23,0.16,-0.01,-0.21
-0.29,0.87,0.29,0.21,-0.01,-0.21
-0.29,0.87,0.35,0.27,-0.02,-0.21
-0.29,0.87,0.42,0.34,-0.03,-0.21
-0.29,0.87,0.48,0.42,-0.04,-0.21
-0.29,0.87,0.55,0.51,-0.06,-0.21
-0.29,0.87,0.61,0.61,-0.08,-0.21
-0.29,0.87,0.68,0.72,-0.11,-0.21
-0.29,0.87,0.74,0.85,-0.14,-0.21
-0.29,0.87,0.81,0.99,-0.17,-0.21
-0.29,0.87,0.87,1.15,-0.21,-0.21
-0.29,0.87,0.94,1.33,-0.26,-0.21
-0.29,0.87,1.00,1.53,-0.31,-0.21
-0.29,0.94,-1.00,-1.75,0.31,-0.26
-0.29,0.94,-0.94,-1.53,0.26,-0.26
-0.29,0.94,-0.87,-1.33,0.21,-0.26
-0.29,0.94,-0.81,-1.15,0.17,-0.26
-0.29,0.94,-0.74,-0.99,0.14,-0.26
-0.29,0.94,-0.68,-0.85,0.11,-0.26
-0.29,0.94,-0.61,-0.72,0.08,-0.26
-0.29,0.94,-0.55,-0.60,0.06,-0.26
-0.29,0.94,-0.48,-0.50,0.04,-0.26
-0.29,0.94,-0.42,-0.41,0.03,-0.26
-0.29,0.94,-0.35,-0.33,0.02,-0.26
-0.29,0.94,-0.29,-0.26,0.01,-0.26
-0.29,0.94,-0.23,-0.20,0.01,-0.26
-0.29,0.94,-0.16,-0.14,0.01,-0.26
-0.29,0.94,-0.10,-0.08,0.00,-0.26
-0.29,0.94,-0.03,-0.03,0.00,-0.26
-0.29,0.94,0.03,0.03,-0.00,-0.26
-0.29,0.94,0.10,0.08,-0.00,-0.26
-0.29,0.94,0.16,0.14,-0.01,-0.26
-0.29,0.94,0.23,0.20,-0.01,-0.26
-0.29,0.94,0.29,0.26,-0.01,-0.26
-0.29,0.94,0.35,0.33,-0.02,-0.26
-0.29,0.94,0.42,0.41,-0.03,-0.26
-0.29,0.94,0.48,0.50,-0.04,-0.26
-0.29,0.94,0.55,0.60,-0.06,-0.26
-0.29,0.94,0.61,0.72,-0.08,-0.26
-0.29,0.94,0.68,0.85,-0.11,-0.26
-0.29,0.94,0.74,0.99,-0.14,-0.26
-0.29,0.94,0.81,1.15,-0.17,-0.26
-0.29,0.94,0.87,1.33,-0.21,-0.26
-0.29,0.94,0.94,1.53,-0.26,-0.26
-0.29,0.94,1.00,1.75,-0.31,-0.26
-0.29,1.00,-1.00,-2.00,0.31,-0.31
-0.29,1.00,-0.94,-1.75,0.26,-0.31
-0.29,1.00,-0.87,-1.53,0.21,-0.31
-0.29,1.00,-0.81,-1.33,0.17,-0.31
-0.29,1.00,-0.74,-1.15,0.14,-0.31
-0.29,1.00,-0.68,-0.99,0.11,-0.31
-0.29,1.00,-0.61,-0.84,0.08,-0.31
-0.29,1.00,-0.55,-0.71,0.06,-0.31
-0.29,1.00,-0.48,-0.60,0.04,-0.31
-0.29,1.00,-0.42,-0.49,0.03,-0.31
-0.29,1.00,-0.35,-0.40,0.02,-0.31
-0.29,1.00,-0.29,-0.31,0.01,-0.31
-0.29,1.00,-0.23,-0.24,0.01,-0.31
-0.29,1.00,-0.16,-0.17,0.01,-0.31
-0.29,1.00,-0.10,-0.10,0.00,-0.31
-0.29,1.00,-0.03,-0.03,0.00,-0.31
-0.29,1.00,0.03,0.03,-0.00,-0.31
-0.29,1.00,0.10,0.10,-0.00,-0.31
-0.29,1.00,0.16,0.17,-0.01,-0.31
-0.29,1.00,0.23,0.24,-0.01,-0.31
-0.29,1.00,0.29,0.31,-0.01,-0.31
-0.29,1.00,0.35,0.40,-0.02,-0.31
-0.29,1.00,0.42,0.49,-0.03,-0.31
-0.29,1.00,0.48,0.60,-0.04,-0.31
-0.29,1.00,0.55,0.71,-0.06,-0.31
-0.29,1.00,0.61,0.84,-0.08,-0.31
-0.29,1.00,0.68,0.99,-0.11,-0.31
-0.29,1.00,0.74,1.15,-0.14,-0.31
-0.29,1.00,0.81,1.33,-0.17,-0.31
-0.29,1.00,0.87,1.53,-0.21,-0.31
-0.29,1.00,0.94,1.75,-0.26,-0.31
-0.29,1.00,1.00,2.00,-0.31,-0.31
-0.23,-1.00,-1.00,2.00,0.24,0.24
-0.23,-1.00,-0.94,1.75,0.20,0.24
-0.23,-1.00,-0.87,1.53,0.16,0.24
-0.23,-1.00,-0.81,1.33,0.13,0.24
-0.23,-1.00,-0.74,1.15,0.10,0.24
-0.23,-1.00,-0.68,0.99,0.08,0.24
-0.23,-1.00,-0.61,0.84,0.06,0.24
-0.23,-1.00,-0.55,0.71,0.04,0.24
-0.23,-1.00,-0.48,0.60,0.03,0.24
-0.23,-1.00,-0.42,0.49,0.02,0.24
-0.23,-1.00,-0.35,0.40,0.01,0.24
-0.23,-1.00,-0.29,0.31,0.01,0.24
-0.23,-1.00,-0.23,0.24,0.01,0.24
-0.23,-1.00,-0.16,0.17,0.00,0.24
-0.23,-1.00,-0.10,0.10,0.00,0.24
-0.23,-1.00,-0.03,0.03,0.00,0.24
-0.23,-1.00,0.03,-0.03,-0.00,0.24
-0.23,-1.00,0.10,-0.10,-0.00,0.24
-0.23,-1.00,0.16,-0.17,-0.00,0.24
-0.23,-1.00,0.23,-0.24,-0.01,0.24
-0.23,-1.00,0.29,-0.31,-0.01,0.24
-0.23,-1.00,0.35,-0.40,-0.01,0.24
-0.23,-1.00,0.42,-0.49,-0.02,0.24
-0.23,-1.00,0.48,-0.60,-0.03,0.24
-0.23,-1.00,0.55,-0.71,-0.04,0.24
-0.23,-1.00,0.61,-0.84,-0.06,0.24
-0.23,-1.00,0.68,-0.99,-0.08,0.24
-0.23,-1.00,0.74,-1.15,-0.10,0.24
-0.23,-1.00,0.81,-1.33,-0.13,0.24
-0.23,-1.00,0.87,-1.53,-0.16,0.24
-0.23,-1.00,0.94,-1.75,-0.20,0.24
-0.23,-1.00,1.00,-2.00,-0.24,0.24
-0.23,-0.94,-1.00,1.75,0.24,0.20
-0.23,-0.94,-0.94,1.53,0.20,0.20
-0.23,-0.94,-0.87,1.33,0.16,0.20
-0.23,-0.94,-0.81,1.15,0.13,0.20
-0.23,-0.94,-0.74,0.99,0.10,0.20
-0.23,-0.94,-0.68,0.85,0.08,0.20
-0.23,-0.94,-0.61,0.72,0.06,0.20
-0.23,-0.94,-0.55,0.60,0.04,0.20
-0.23,-0.94,-0.48,0.50,0.03,0.20
-0.23,-0.94,-0.42,0.41,0.02,0.20
-0.23,-0.94,-0.35,0.33,0.01,0.20
-0.23,-0.94,-0.29,0.26,0.01,0.20
-0.23,-0.94,-0.23,0.20,0.01,0.20
-0.23,-0.94,-0.16,0.14,0.00,0.20
-0.23,-0.94,-0.10,0.08,0.00,0.20
-0.23,-0.94,-0.03,0.03,0.00,0.20
-0.23,-0.94,0.03,-0.03,-0.00,0.20
-0.23,-0.94,0.10,-0.08,-0.00,0.20
-0.23,-0.94,0.16,-0.14,-0.00,0.20
-0.23,-0.94,0.23,-0.20,-0.01,0.20
-0.23,-0.94,0.29,-0.26,-0.01,0.20
-0.23,-0.94,0.35,-0.33,-0.01,0.20
-0.23,-0.94,0.42,-0.41,-0.02,0.20
-0.23,-0.94,0.48,-0.50,-0.03,0.20
-0.23,-0.94,0.55,-0.60,-0.04,0.20
-0.23,-0.94,0.61,-0.72,-0.06,0.20
-0.23,-0.94,0.68,-0.85,-0.08,0.20
-0.23,-0.94,0.74,-0.99,-0.10,0.20
-0.23,-0.94,0.81,-1.15,-0.13,0.20
-0.23,-0.94,0.87,-1.33,-0.16,0.20
-0.23,-0.94,0.94,-1.53,-0.20,0.20
-0.23,-0.94,1.00,-1.75,-0.24,0.20
-0.23,-0.87,-1.00,1.53,0.24,0.16
-0.23,-0.87,-0.94,1.33,0.20,0.16
-0.23,-0.87,-0.87,1.15,0.16,0.16
-0.23,-0.87,-0.81,0.99,0.13,0.16
-0.23,-0.87,-0.74,0.85,0.10,0.16
-0.23,-0.87,-0.68,0.72,0.08,0.16
-0.23,-0.87,-0.61,0.61,0.06,0.16
