X32,Y32,Z32,S
-0.23,-0.81,-0.03,0.02
-0.16,-0.81,-0.03,0.01
-0.10,-0.81,-0.03,0.01
-0.03,-0.81,-0.03,0.02
0.03,-0.81,-0.03,0.03
0.10,-0.81,-0.03,0.06
0.16,-0.81,-0.03,0.10
0.23,-0.81,-0.03,0.17
0.29,-0.81,-0.03,0.28
0.35,-0.81,-0.03,0.43
0.42,-0.81,-0.03,0.64
0.48,-0.81,-0.03,0.91
0.55,-0.81,-0.03,1.25
0.61,-0.81,-0.03,1.64
0.68,-0.81,-0.03,2.06
0.74,-0.81,-0.03,2.48
0.81,-0.81,-0.03,2.87
0.87,-0.81,-0.03,3.19
0.94,-0.81,-0.03,3.39
1.00,-0.81,-0.03,3.47
-1.00,-0.74,-0.03,0.52
-0.94,-0.74,-0.03,0.51
-0.87,-0.74,-0.03,0.48
-0.81,-0.74,-0.03,0.43
-0.74,-0.74,-0.03,0.38
-0.68,-0.74,-0.03,0.31
-0.61,-0.74,-0.03,0.25
-0.55,-0.74,-0.03,0.19
-0.48,-0.74,-0.03,0.14
-0.42,-0.74,-0.03,0.10
-0.35,-0.74,-0.03,0.07
-0.29,-0.74,-0.03,0.04
-0.23,-0.74,-0.03,0.03
-0.16,-0.74,-0.03,0.02
-0.10,-0.74,-0.03,0.02
-0.03,-0.74,-0.03,0.03
0.03,-0.74,-0.03,0.06
0.10,-0.74,-0.03,0.10
0.16,-0.74,-0.03,0.17
0.23,-0.74,-0.03,0.29
0.29,-0.74,-0.03,0.46
0.35,-0.74,-0.03,0.71
0.42,-0.74,-0.03,1.06
0.48,-0.74,-0.03,1.51
0.55,-0.74,-0.03,2.06
0.61,-0.74,-0.03,2.70
0.68,-0.74,-0.03,3.39
0.74,-0.74,-0.03,4.09
0.81,-0.74,-0.03,4.73
0.87,-0.74,-0.03,5.25
0.94,-0.74,-0.03,5.59
1.00,-0.74,-0.03,5.71
-1.00,-0.68,-0.03,1.01
-0.94,-0.68,-0.03,0.98
-0.87,-0.68,-0.03,0.93
-0.81,-0.68,-0.03,0.83
-0.74,-0.68,-0.03,0.72
-0.68,-0.68,-0.03,0.60
-0.61,-0.68,-0.03,0.48
-0.55,-0.68,-0.03,0.36
-0.48,-0.68,-0.03,0.27
-0.42,-0.68,-0.03,0.19
-0.35,-0.68,-0.03,0.13
-0.29,-0.68,-0.03,0.08
-0.23,-0.68,-0.03,0.06
-0.16,-0.68,-0.03,0.04
-0.10,-0.68,-0.03,0.04
-0.03,-0.68,-0.03,0.06
0.03,-0.68,-0.03,0.09
0.10,-0.68,-0.03,0.16
0.16,-0.68,-0.03,0.27
0.23,-0.68,-0.03,0.45
0.29,-0.68,-0.03,0.73
0.35,-0.68,-0.03,1.13
0.42,-0.68,-0.03,1.67
0.48,-0.68,-0.03,2.38
0.55,-0.68,-0.03,3.26
0.61,-0.68,-0.03,4.27
0.68,-0.68,-0.03,5.36
0.74,-0.68,-0.03,6.47
0.81,-0.68,-0.03,7.48
0.87,-0.68,-0.03,8.31
0.94,-0.68,-0.03,8.84
1.00,-0.68,-0.03,9.03
-1.00,-0.61,-0.03,1.85
-0.94,-0.61,-0.03,1.81
-0.87,-0.61,-0.03,1.70
-0.81,-0.61,-0.03,1.53
-0.74,-0.61,-0.03,1.33
-0.68,-0.61,-0.03,1.10
-0.61,-0.61,-0.03,0.88
-0.55,-0.61,-0.03,0.67
-0.48,-0.61,-0.03,0.49
-0.42,-0.61,-0.03,0.35
-0.35,-0.61,-0.03,0.24
-0.29,-0.61,-0.03,0.16
-0.23,-0.61,-0.03,0.10
-0.16,-0.61,-0.03,0.08
-0.10,-0.61,-0.03,0.07
-0.03,-0.61,-0.03,0.09
0.03,-0.61,-0.03,0.14
0.10,-0.61,-0.03,0.24
0.16,-0.61,-0.03,0.41
0.23,-0.61,-0.03,0.69
0.29,-0.61,-0.03,1.11
0.35,-0.61,-0.03,1.71
0.42,-0.61,-0.03,2.54
0.48,-0.61,-0.03,3.61
0.55,-0.61,-0.03,4.94
0.61,-0.61,-0.03,6.47
0.68,-0.61,-0.03,8.13
0.74,-0.61,-0.03,9.81
0.81,-0.61,-0.03,11.35
0.87,-0.61,-0.03,12.59
0.94,-0.61,-0.03,13.40
1.00,-0.61,-0.03,13.69
-1.00,-0.55,-0.03,3.27
-0.94,-0.55,-0.03,3.20
-0.87,-0.55,-0.03,3.01
-0.81,-0.55,-0.03,2.71
-0.74,-0.55,-0.03,2.34
-0.68,-0.55,-0.03,1.94
-0.61,-0.55,-0.03,1.55
-0.55,-0.55,-0.03,1.18
-0.48,-0.55,-0.03,0.87
-0.42,-0.55,-0.03,0.61
-0.35,-0.55,-0.03,0.41
-0.29,-0.55,-0.03,0.27
-0.23,-0.55,-0.03,0.18
-0.16,-0.55,-0.03,0.13
-0.10,-0.55,-0.03,0.11
-0.03,-0.55,-0.03,0.14
0.03,-0.55,-0.03,0.21
0.10,-0.55,-0.03,0.35
0.16,-0.55,-0.03,0.60
0.23,-0.55,-0.03,1.00
0.29,-0.55,-0.03,1.61
0.35,-0.55,-0.03,2.49
0.42,-0.55,-0.03,3.69
0.48,-0.55,-0.03,5.26
0.55,-0.55,-0.03,7.18
0.61,-0.55,-0.03,9.41
0.68,-0.55,-0.03,11.83
0.74,-0.55,-0.03,14.27
0.81,-0.55,-0.03,16.51
0.87,-0.55,-0.03,18.32
0.94,-0.55,-0.03,19.50
1.00,-0.55,-0.03,19.90
-1.00,-0.48,-0.03,5.53
-0.94,-0.48,-0.03,5.42
-0.87,-0.48,-0.03,5.09
-0.81,-0.48,-0.03,4.59
-0.74,-0.48,-0.03,3.96
-0.68,-0.48,-0.03,3.29
-0.61,-0.48,-0.03,2.62
-0.55,-0.48,-0.03,2.00
-0.48,-0.48,-0.03,1.47
-0.42,-0.48,-0.03,1.03
-0.35,-0.48,-0.03,0.70
-0.29,-0.48,-0.03,0.46
-0.23,-0.48,-0.03,0.31
-0.16,-0.48,-0.03,0.21
-0.10,-0.48,-0.03,0.18
-0.03,-0.48,-0.03,0.20
0.03,-0.48,-0.03,0.30
0.10,-0.48,-0.03,0.50
0.16,-0.48,-0.03,0.85
0.23,-0.48,-0.03,1.40
0.29,-0.48,-0.03,2.25
0.35,-0.48,-0.03,3.48
0.42,-0.48,-0.03,5.15
0.48,-0.48,-0.03,7.34
0.55,-0.48,-0.03,10.02
0.61,-0.48,-0.03,13.13
0.68,-0.48,-0.03,16.51
0.74,-0.48,-0.03,19.91
0.81,-0.48,-0.03,23.03
0.87,-0.48,-0.03,25.55
0.94,-0.48,-0.03,27.20
1.00,-0.48,-0.03,27.77
-1.00,-0.42,-0.03,8.98
-0.94,-0.42,-0.03,8.79
-0.87,-0.42,-0.03,8.26
-0.81,-0.42,-0.03,7.45
-0.74,-0.42,-0.03,6.44
-0.68,-0.42,-0.03,5.34
-0.61,-0.42,-0.03,4.25
-0.55,-0.42,-0.03,3.25
-0.48,-0.42,-0.03,2.38
-0.42,-0.42,-0.03,1.68
-0.35,-0.42,-0.03,1.14
-0.29,-0.42,-0.03,0.75
-0.23,-0.42,-0.03,0.49
-0.16,-0.42,-0.03,0.34
-0.10,-0.42,-0.03,0.27
-0.03,-0.42,-0.03,0.30
0.03,-0.42,-0.03,0.42
0.10,-0.42,-0.03,0.68
0.16,-0.42,-0.03,1.14
0.23,-0.42,-0.03,1.89
0.29,-0.42,-0.03,3.02
0.35,-0.42,-0.03,4.66
0.42,-0.42,-0.03,6.90
0.48,-0.42,-0.03,9.82
0.55,-0.42,-0.03,13.41
0.61,-0.42,-0.03,17.57
0.68,-0.42,-0.03,22.09
0.74,-0.42,-0.03,26.64
0.81,-0.42,-0.03,30.82
0.87,-0.42,-0.03,34.20
0.94,-0.42,-0.03,36.40
1.00,-0.42,-0.03,37.16
-1.00,-0.35,-0.03,13.99
-0.94,-0.35,-0.03,13.70
-0.87,-0.35,-0.03,12.87
-0.81,-0.35,-0.03,11.60
-0.74,-0.35,-0.03,10.03
-0.68,-0.35,-0.03,8.32
-0.61,-0.35,-0.03,6.62
-0.55,-0.35,-0.03,5.06
-0.48,-0.35,-0.03,3.71
-0.42,-0.35,-0.03,2.62
-0.35,-0.35,-0.03,1.78
-0.29,-0.35,-0.03,1.18
-0.23,-0.35,-0.03,0.77
-0.16,-0.35,-0.03,0.52
-0.10,-0.35,-0.03,0.41
-0.03,-0.35,-0.03,0.42
0.03,-0.35,-0.03,0.57
0.10,-0.35,-0.03,0.90
0.16,-0.35,-0.03,1.49
0.23,-0.35,-0.03,2.44
0.29,-0.35,-0.03,3.89
0.35,-0.35,-0.03,5.99
0.42,-0.35,-0.03,8.87
0.48,-0.35,-0.03,12.61
0.55,-0.35,-0.03,17.22
0.61,-0.35,-0.03,22.56
0.68,-0.35,-0.03,28.36
0.74,-0.35,-0.03,34.20
0.81,-0.35,-0.03,39.56
0.87,-0.35,-0.03,43.90
0.94,-0.35,-0.03,46.72
1.00,-0.35,-0.03,47.71
-1.00,-0.29,-0.03,20.90
-0.94,-0.29,-0.03,20.47
-0.87,-0.29,-0.03,19.24
-0.81,-0.29,-0.03,17.34
-0.74,-0.29,-0.03,14.99
-0.68,-0.29,-0.03,12.43
-0.61,-0.29,-0.03,9.90
-0.55,-0.29,-0.03,7.56
-0.48,-0.29,-0.03,5.55
-0.42,-0.29,-0.03,3.92
-0.35,-0.29,-0.03,2.67
-0.29,-0.29,-0.03,1.77
-0.23,-0.29,-0.03,1.16
-0.16,-0.29,-0.03,0.78
-0.10,-0.29,-0.03,0.60
-0.03,-0.29,-0.03,0.58
0.03,-0.29,-0.03,0.75
0.10,-0.29,-0.03,1.15
0.16,-0.29,-0.03,1.86
0.23,-0.29,-0.03,3.03
0.29,-0.29,-0.03,4.81
0.35,-0.29,-0.03,7.39
0.42,-0.29,-0.03,10.93
0.48,-0.29,-0.03,15.54
0.55,-0.29,-0.03,21.21
0.61,-0.29,-0.03,27.79
0.68,-0.29,-0.03,34.92
0.74,-0.29,-0.03,42.11
0.81,-0.29,-0.03,48.71
0.87,-0.29,-0.03,54.05
0.94,-0.29,-0.03,57.53
1.00,-0.29,-0.03,58.74
-1.00,-0.23,-0.03,29.96
-0.94,-0.23,-0.03,29.35
-0.87,-0.23,-0.03,27.57
-0.81,-0.23,-0.03,24.85
-0.74,-0.23,-0.03,21.49
-0.68,-0.23,-0.03,17.83
-0.61,-0.23,-0.03,14.19
-0.55,-0.23,-0.03,10.85
-0.48,-0.23,-0.03,7.97
-0.42,-0.23,-0.03,5.63
-0.35,-0.23,-0.03,3.84
-0.29,-0.23,-0.03,2.55
-0.23,-0.23,-0.03,1.68
-0.16,-0.23,-0.03,1.13
-0.10,-0.23,-0.03,0.85
-0.03,-0.23,-0.03,0.79
0.03,-0.23,-0.03,0.97
0.10,-0.23,-0.03,1.42
0.16,-0.23,-0.03,2.25
0.23,-0.23,-0.03,3.62
0.29,-0.23,-0.03,5.72
0.35,-0.23,-0.03,8.76
0.42,-0.23,-0.03,12.93
0.48,-0.23,-0.03,18.37
0.55,-0.23,-0.03,25.07
0.61,-0.23,-0.03,32.83
0.68,-0.23,-0.03,41.26
0.74,-0.23,-0.03,49.75
0.81,-0.23,-0.03,57.54
0.87,-0.23,-0.03,63.85
0.94,-0.23,-0.03,67.96
1.00,-0.23,-0.03,69.39
-1.00,-0.16,-0.03,41.20
-0.94,-0.16,-0.03,40.35
-0.87,-0.16,-0.03,37.91
-0.81,-0.16,-0.03,34.17
-0.74,-0.16,-0.03,29.55
-0.68,-0.16,-0.03,24.52
-0.61,-0.16,-0.03,19.52
-0.55,-0.16,-0.03,14.93
-0.48,-0.16,-0.03,10.97
-0.42,-0.16,-0.03,7.77
-0.35,-0.16,-0.03,5.31
-0.29,-0.16,-0.03,3.54
-0.23,-0.16,-0.03,2.34
-0.16,-0.16,-0.03,1.59
-0.10,-0.16,-0.03,1.19
-0.03,-0.16,-0.03,1.07
0.03,-0.16,-0.03,1.24
0.10,-0.16,-0.03,1.73
0.16,-0.16,-0.03,2.66
0.23,-0.16,-0.03,4.19
0.29,-0.16,-0.03,6.55
0.35,-0.16,-0.03,9.98
0.42,-0.16,-0.03,14.70
0.48,-0.16,-0.03,20.85
0.55,-0.16,-0.03,28.42
0.61,-0.16,-0.03,37.21
0.68,-0.16,-0.03,46.75
0.74,-0.16,-0.03,56.37
0.81,-0.16,-0.03,65.20
0.87,-0.16,-0.03,72.34
0.94,-0.16,-0.03,77.00
1.00,-0.16,-0.03,78.61
-1.00,-0.10,-0.03,54.34
-0.94,-0.10,-0.03,53.22
-0.87,-0.10,-0.03,50.01
-0.81,-0.10,-0.03,45.07
-0.74,-0.10,-0.03,38.98
-0.68,-0.10,-0.03,32.35
-0.61,-0.10,-0.03,25.77
-0.55,-0.10,-0.03,19.72
-0.48,-0.10,-0.03,14.51
-0.42,-0.10,-0.03,10.29
-0.35,-0.10,-0.03,7.07
-0.29,-0.10,-0.03,4.75
-0.23,-0.10,-0.03,3.17
-0.16,-0.10,-0.03,2.18
-0.10,-0.10,-0.03,1.64
-0.03,-0.10,-0.03,1.45
0.03,-0.10,-0.03,1.58
0.10,-0.10,-0.03,2.09
0.16,-0.10,-0.03,3.07
0.23,-0.10,-0.03,4.71
0.29,-0.10,-0.03,7.25
0.35,-0.10,-0.03,10.95
0.42,-0.10,-0.03,16.06
0.48,-0.10,-0.03,22.72
0.55,-0.10,-0.03,30.93
0.61,-0.10,-0.03,40.47
0.68,-0.10,-0.03,50.83
0.74,-0.10,-0.03,61.27
0.81,-0.10,-0.03,70.86
0.87,-0.10,-0.03,78.62
0.94,-0.10,-0.03,83.68
1.00,-0.10,-0.03,85.44
-1.00,-0.03,-0.03,68.74
-0.94,-0.03,-0.03,67.33
-0.87,-0.03,-0.03,63.27
-0.81,-0.03,-0.03,57.03
-0.74,-0.03,-0.03,49.33
-0.68,-0.03,-0.03,40.95
-0.61,-0.03,-0.03,32.63
-0.55,-0.03,-0.03,24.99
-0.48,-0.03,-0.03,18.43
-0.42,-0.03,-0.03,13.12
-0.35,-0.03,-0.03,9.07
-0.29,-0.03,-0.03,6.16
-0.23,-0.03,-0.03,4.18
-0.16,-0.03,-0.03,2.94
-0.10,-0.03,-0.03,2.24
-0.03,-0.03,-0.03,1.97
0.03,-0.03,-0.03,2.06
0.10,-0.03,-0.03,2.54
0.16,-0.03,-0.03,3.52
0.23,-0.03,-0.03,5.19
0.29,-0.03,-0.03,7.79
0.35,-0.03,-0.03,11.60
0.42,-0.03,-0.03,16.88
0.48,-0.03,-0.03,23.79
0.55,-0.03,-0.03,32.33
0.61,-0.03,-0.03,42.24
0.68,-0.03,-0.03,53.03
0.74,-0.03,-0.03,63.90
0.81,-0.03,-0.03,73.89
0.87,-0.03,-0.03,81.97
0.94,-0.03,-0.03,87.25
1.00,-0.03,-0.03,89.07
-1.00,0.03,-0.03,83.43
-0.94,0.03,-0.03,81.72
-0.87,0.03,-0.03,76.79
-0.81,0.03,-0.03,69.23
-0.74,0.03,-0.03,59.89
-0.68,0.03,-0.03,49.73
-0.61,0.03,-0.03,39.67
-0.55,0.03,-0.03,30.43
-0.48,0.03,-0.03,22.49
-0.42,0.03,-0.03,16.09
-0.35,0.03,-0.03,11.23
-0.29,0.03,-0.03,7.75
-0.23,0.03,-0.03,5.40
-0.16,0.03,-0.03,3.92
-0.10,0.03,-0.03,3.08
-0.03,0.03,-0.03,2.72
0.03,0.03,-0.03,2.75
0.10,0.03,-0.03,3.17
0.16,0.03,-0.03,4.08
0.23,0.03,-0.03,5.68
0.29,0.03,-0.03,8.20
0.35,0.03,-0.03,11.94
0.42,0.03,-0.03,17.14
0.48,0.03,-0.03,23.98
0.55,0.03,-0.03,32.46
0.61,0.03,-0.03,42.34
0.68,0.03,-0.03,53.09
0.74,0.03,-0.03,63.94
0.81,0.03,-0.03,73.91
0.87,0.03,-0.03,81.99
0.94,0.03,-0.03,87.25
1.00,0.03,-0.03,89.08
-1.00,0.10,-0.03,97.12
-0.94,0.10,-0.03,95.14
-0.87,0.10,-0.03,89.41
-0.81,0.10,-0.03,80.62
-0.74,0.10,-0.03,69.76
-0.68,0.10,-0.03,57.97
-0.61,0.10,-0.03,46.29
-0.55,0.10,-0.03,35.59
-0.48,0.10,-0.03,26.42
-0.42,0.10,-0.03,19.05
-0.35,0.10,-0.03,13.48
-0.29,0.10,-0.03,9.52
-0.23,0.10,-0.03,6.87
-0.16,0.10,-0.03,5.21
-0.10,0.10,-0.03,4.28
-0.03,0.10,-0.03,3.84
0.03,0.10,-0.03,3.79
0.10,0.10,-0.03,4.11
0.16,0.10,-0.03,4.88
0.23,0.10,-0.03,6.29
0.29,0.10,-0.03,8.58
0.35,0.10,-0.03,12.03
0.42,0.10,-0.03,16.89
0.48,0.10,-0.03,23.34
0.55,0.10,-0.03,31.38
0.61,0.10,-0.03,40.78
0.68,0.10,-0.03,51.04
0.74,0.10,-0.03,61.40
0.81,0.10,-0.03,70.94
0.87,0.10,-0.03,78.67
0.94,0.10,-0.03,83.71
1.00,0.10,-0.03,85.45
-1.00,0.16,-0.03,108.46
-0.94,0.16,-0.03,106.25
-0.87,0.16,-0.03,99.86
-0.81,0.16,-0.03,90.07
-0.74,0.16,-0.03,77.98
-0.68,0.16,-0.03,64.86
-0.61,0.16,-0.03,51.89
-0.55,0.16,-0.03,40.03
-0.48,0.16,-0.03,29.91
-0.42,0.16,-0.03,21.82
-0.35,0.16,-0.03,15.76
-0.29,0.16,-0.03,11.49
-0.23,0.16,-0.03,8.69
-0.16,0.16,-0.03,6.97
-0.10,0.16,-0.03,6.00
-0.03,0.16,-0.03,5.53
0.03,0.16,-0.03,5.40
0.10,0.16,-0.03,5.57
0.16,0.16,-0.03,6.12
0.23,0.16,-0.03,7.21
0.29,0.16,-0.03,9.09
0.35,0.16,-0.03,12.04
0.42,0.16,-0.03,16.30
0.48,0.16,-0.03,22.04
0.55,0.16,-0.03,29.28
0.61,0.16,-0.03,37.80
0.68,0.16,-0.03,47.14
0.74,0.16,-0.03,56.61
0.81,0.16,-0.03,65.35
0.87,0.16,-0.03,72.43
0.94,0.16,-0.03,77.05
1.00,0.16,-0.03,78.64
-1.00,0.23,-0.03,116.18
-0.94,0.23,-0.03,113.83
-0.87,0.23,-0.03,107.01
-0.81,0.23,-0.03,96.56
-0.74,0.23,-0.03,83.67
-0.68,0.23,-0.03,69.70
-0.61,0.23,-0.03,55.92
-0.55,0.23,-0.03,43.37
-0.48,0.23,-0.03,32.73
-0.42,0.23,-0.03,24.29
-0.35,0.23,-0.03,18.05
-0.29,0.23,-0.03,13.75
-0.23,0.23,-0.03,11.01
-0.16,0.23,-0.03,9.39
-0.10,0.23,-0.03,8.50
-0.03,0.23,-0.03,8.05
0.03,0.23,-0.03,7.84
0.10,0.23,-0.03,7.82
0.16,0.23,-0.03,8.05
0.23,0.23,-0.03,8.70
0.29,0.23,-0.03,10.00
0.35,0.23,-0.03,12.22
0.42,0.23,-0.03,15.63
0.48,0.23,-0.03,20.39
0.55,0.23,-0.03,26.51
0.61,0.23,-0.03,33.82
0.68,0.23,-0.03,41.91
0.74,0.23,-0.03,50.16
0.81,0.23,-0.03,57.79
0.87,0.23,-0.03,63.99
0.94,0.23,-0.03,68.04
1.00,0.23,-0.03,69.43
-1.00,0.29,-0.03,119.39
-0.94,0.29,-0.03,116.99
-0.87,0.29,-0.03,110.02
-0.81,0.29,-0.03,99.34
-0.74,0.29,-0.03,86.19
-0.68,0.29,-0.03,71.97
-0.61,0.29,-0.03,58.00
-0.55,0.29,-0.03,45.35
-0.48,0.29,-0.03,34.72
-0.42,0.29,-0.03,26.43
-0.35,0.29,-0.03,20.44
-0.29,0.29,-0.03,16.46
-0.23,0.29,-0.03,14.05
-0.16,0.29,-0.03,12.74
-0.10,0.29,-0.03,12.09
-0.03,0.29,-0.03,11.73
0.03,0.29,-0.03,11.47
0.10,0.29,-0.03,11.21
0.16,0.29,-0.03,11.02
0.23,0.29,-0.03,11.06
0.29,0.29,-0.03,11.59
0.35,0.29,-0.03,12.88
0.42,0.29,-0.03,15.21
0.48,0.29,-0.03,18.73
0.55,0.29,-0.03,23.50
0.61,0.29,-0.03,29.36
0.68,0.29,-0.03,35.96
0.74,0.29,-0.03,42.77
0.81,0.29,-0.03,49.11
0.87,0.29,-0.03,54.29
0.94,0.29,-0.03,57.66
1.00,0.29,-0.03,58.81
-1.00,0.35,-0.03,117.70
-0.94,0.35,-0.03,115.37
-0.87,0.35,-0.03,108.56
-0.81,0.35,-0.03,98.12
-0.74,0.35,-0.03,85.29
-0.68,0.35,-0.03,71.48
-0.61,0.35,-0.03,57.99
-0.55,0.35,-0.03,45.91
-0.48,0.35,-0.03,35.92
-0.42,0.35,-0.03,28.32
-0.35,0.35,-0.03,23.05
-0.29,0.35,-0.03,19.80
-0.23,0.35,-0.03,18.08
-0.16,0.35,-0.03,17.34
-0.10,0.35,-0.03,17.10
-0.03,0.35,-0.03,16.95
0.03,0.35,-0.03,16.64
0.10,0.35,-0.03,16.09
0.16,0.35,-0.03,15.35
0.23,0.35,-0.03,14.62
0.29,0.35,-0.03,14.18
0.35,0.35,-0.03,14.34
0.42,0.35,-0.03,15.37
0.48,0.35,-0.03,17.47
0.55,0.35,-0.03,20.70
0.61,0.35,-0.03,24.95
0.68,0.35,-0.03,29.94
0.74,0.35,-0.03,35.20
0.81,0.35,-0.03,40.17
0.87,0.35,-0.03,44.25
0.94,0.35,-0.03,46.92
1.00,0.35,-0.03,47.81
-1.00,0.42,-0.03,111.32
-0.94,0.42,-0.03,109.17
-0.87,0.42,-0.03,102.81
-0.81,0.42,-0.03,93.07
-0.74,0.42,-0.03,81.15
-0.68,0.42,-0.03,68.39
-0.61,0.42,-0.03,56.06
-0.55,0.42,-0.03,45.20
-0.48,0.42,-0.03,36.46
-0.42,0.42,-0.03,30.13
-0.35,0.42,-0.03,26.10
-0.29,0.42,-0.03,24.02
-0.23,0.42,-0.03,23.35
-0.16,0.42,-0.03,23.49
-0.10,0.42,-0.03,23.87
-0.03,0.42,-0.03,24.04
0.03,0.42,-0.03,23.71
0.10,0.42,-0.03,22.80
0.16,0.42,-0.03,21.38
0.23,0.42,-0.03,19.70
0.29,0.42,-0.03,18.08
0.35,0.42,-0.03,16.87
0.42,0.42,-0.03,16.42
0.48,0.42,-0.03,16.93
0.55,0.42,-0.03,18.51
0.61,0.42,-0.03,21.08
0.68,0.42,-0.03,24.40
0.74,0.42,-0.03,28.10
0.81,0.42,-0.03,31.70
0.87,0.42,-0.03,34.71
0.94,0.42,-0.03,36.69
1.00,0.42,-0.03,37.32
-1.00,0.48,-0.03,101.03
-0.94,0.48,-0.03,99.14
-0.87,0.48,-0.03,93.49
-0.81,0.48,-0.03,84.84
-0.74,0.48,-0.03,74.32
-0.68,0.48,-0.03,63.17
-0.61,0.48,-0.03,52.60
-0.55,0.48,-0.03,43.54
-0.48,0.48,-0.03,36.63
-0.42,0.48,-0.03,32.09
-0.35,0.48,-0.03,29.80
-0.29,0.48,-0.03,29.33
-0.23,0.48,-0.03,30.09
-0.16,0.48,-0.03,31.39
-0.10,0.48,-0.03,32.60
-0.03,0.48,-0.03,33.21
0.03,0.48,-0.03,32.89
0.10,0.48,-0.03,31.55
0.16,0.48,-0.03,29.31
0.23,0.48,-0.03,26.48
0.29,0.48,-0.03,23.46
0.35,0.48,-0.03,20.69
0.42,0.48,-0.03,18.56
0.48,0.48,-0.03,17.35
0.55,0.48,-0.03,17.20
0.61,0.48,-0.03,18.07
0.68,0.48,-0.03,19.76
0.74,0.48,-0.03,21.97
0.81,0.48,-0.03,24.28
0.87,0.48,-0.03,26.28
0.94,0.48,-0.03,27.60
1.00,0.48,-0.03,27.99
-1.00,0.55,-0.03,87.99
-0.94,0.55,-0.03,86.43
-0.87,0.55,-0.03,81.67
-0.81,0.55,-0.03,74.41
-0.74,0.55,-0.03,65.65
-0.68,0.55,-0.03,56.53
-0.61,0.55,-0.03,48.15
-0.55,0.55,-0.03,41.36
-0.48,0.55,-0.03,36.73
-0.42,0.55,-0.03,34.43
-0.35,0.55,-0.03,34.28
-0.29,0.55,-0.03,35.81
-0.23,0.55,-0.03,38.33
-0.16,0.55,-0.03,41.08
-0.10,0.55,-0.03,43.33
-0.03,0.55,-0.03,44.48
0.03,0.55,-0.03,44.18
0.10,0.55,-0.03,42.34
0.16,0.55,-0.03,39.15
0.23,0.55,-0.03,34.98
0.29,0.55,-0.03,30.36
0.35,0.55,-0.03,25.83
0.42,0.55,-0.03,21.87
0.48,0.55,-0.03,18.84
0.55,0.55,-0.03,16.92
0.61,0.55,-0.03,16.10
0.68,0.55,-0.03,16.25
0.74,0.55,-0.03,17.06
0.81,0.55,-0.03,18.20
0.87,0.55,-0.03,19.30
0.94,0.55,-0.03,20.05
1.00,0.55,-0.03,20.20
-1.00,0.61,-0.03,73.55
-0.94,0.61,-0.03,72.38
-0.87,0.61,-0.03,68.61
-0.81,0.61,-0.03,62.88
-0.74,0.61,-0.03,56.09
-0.68,0.61,-0.03,49.24
-0.61,0.61,-0.03,43.32
-0.55,0.61,-0.03,39.08
-0.48,0.61,-0.03,37.02
-0.42,0.61,-0.03,37.26
-0.35,0.61,-0.03,39.55
-0.29,0.61,-0.03,43.36
-0.23,0.61,-0.03,47.91
-0.16,0.61,-0.03,52.32
-0.10,0.61,-0.03,55.75
-0.03,0.61,-0.03,57.54
0.03,0.61,-0.03,57.28
0.10,0.61,-0.03,54.89
0.16,0.61,-0.03,50.62
0.23,0.61,-0.03,44.97
0.29,0.61,-0.03,38.58
0.35,0.61,-0.03,32.14
0.42,0.61,-0.03,26.24
0.48,0.61,-0.03,21.32
0.55,0.61,-0.03,17.63
0.61,0.61,-0.03,15.20
0.68,0.61,-0.03,13.89
0.74,0.61,-0.03,13.45
0.81,0.61,-0.03,13.56
0.87,0.61,-0.03,13.88
0.94,0.61,-0.03,14.12
1.00,0.61,-0.03,14.07
-1.00,0.68,-0.03,59.04
-0.94,0.68,-0.03,58.25
-0.87,0.68,-0.03,55.49
-0.81,0.68,-0.03,51.33
-0.74,0.68,-0.03,46.54
-0.68,0.68,-0.03,42.01
-0.61,0.68,-0.03,38.62
-0.55,0.68,-0.03,37.02
-0.48,0.68,-0.03,37.64
-0.42,0.68,-0.03,40.54
-0.35,0.68,-0.03,45.41
-0.29,0.68,-0.03,51.64
-0.23,0.68,-0.03,58.35
-0.16,0.68,-0.03,64.54
-0.10,0.68,-0.03,69.25
-0.03,0.68,-0.03,71.73
0.03,0.68,-0.03,71.51
0.10,0.68,-0.03,68.54
0.16,0.68,-0.03,63.13
0.23,0.68,-0.03,55.90
0.29,0.68,-0.03,47.66
0.35,0.68,-0.03,39.24
0.42,0.68,-0.03,31.36
0.48,0.68,-0.03,24.56
0.55,0.68,-0.03,19.15
0.61,0.68,-0.03,15.20
0.68,0.68,-0.03,12.57
0.74,0.68,-0.03,11.03
0.81,0.68,-0.03,10.25
0.87,0.68,-0.03,9.92
0.94,0.68,-0.03,9.74
1.00,0.68,-0.03,9.51
-1.00,0.74,-0.03,45.54
-0.94,0.74,-0.03,45.12
-0.87,0.74,-0.03,43.31
-0.81,0.74,-0.03,40.61
-0.74,0.74,-0.03,37.71
-0.68,0.74,-0.03,35.39
-0.61,0.74,-0.03,34.40
-0.55,0.74,-0.03,35.34
-0.48,0.74,-0.03,38.55
-0.42,0.74,-0.03,44.04
-0.35,0.74,-0.03,51.45
-0.29,0.74,-0.03,60.07
-0.23,0.74,-0.03,68.92
-0.16,0.74,-0.03,76.88
-0.10,0.74,-0.03,82.87
-0.03,0.74,-0.03,86.02
0.03,0.74,-0.03,85.85
0.10,0.74,-0.03,82.30
0.16,0.74,-0.03,75.76
0.23,0.74,-0.03,66.98
